1285,VLAN-1285,10.3.35.0,255.255.255.0,10.3.35.1,QA-Testing,DC-Central Illinois,Infrastructure subnet for QA-Testing workloads in DC,20 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-QA_TESTING-STD,ACL-QA_TESTING-TIER,254,26,10.2
1286,VLAN-1286,10.3.36.0,255.255.255.0,10.3.36.1,Internal-Development,DC-Central Illinois,Infrastructure subnet for Internal-Development workloads in DC,17 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-INTERNAL_DEVELOPMENT-STD,ACL-INTERNAL_DEVELOPMENT-TIER,254,15,5.9
1287,VLAN-1287,10.1.37.0,255.255.255.0,10.1.37.1,DR-Replication,DC-East Virginia,Infrastructure subnet for DR-Replication workloads in DC,25 servers assigned,No,10.1.100.5,10.1.100.6,FW-DR_REPLICATION-STD,ACL-DR_REPLICATION-TIER,254,20,7.9
1288,VLAN-1288,10.1.38.0,255.255.255.0,10.1.38.1,Storage,DC-East Virginia,Infrastructure subnet for Storage workloads in DC,18 servers assigned,No,10.1.100.5,10.1.100.6,FW-STORAGE-STD,ACL-STORAGE-TIER,254,4,1.6
1289,VLAN-1289,10.2.39.0,255.255.255.0,10.2.39.1,Internal-Development,DC-West Oregon,Infrastructure subnet for Internal-Development workloads in DC,3 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-INTERNAL_DEVELOPMENT-STD,ACL-INTERNAL_DEVELOPMENT-TIER,254,15,5.9
1290,VLAN-1290,10.3.40.0,255.255.255.0,10.3.40.1,Storage,DC-Central Illinois,Infrastructure subnet for Storage workloads in DC,24 servers assigned,No,10.3.100.5,10.3.100.6,FW-STORAGE-STD,ACL-STORAGE-TIER,254,30,11.8
1291,VLAN-1291,10.1.41.0,255.255.255.0,10.1.41.1,Storage,DC-East Virginia,Infrastructure subnet for Storage workloads in DC,5 servers assigned,No,10.1.100.5,10.1.100.6,FW-STORAGE-STD,ACL-STORAGE-TIER,254,6,2.4
1292,VLAN-1292,10.1.42.0,255.255.255.0,10.1.42.1,Internal-Staging,DC-East Virginia,Infrastructure subnet for Internal-Staging workloads in DC,19 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-INTERNAL_STAGING-STD,ACL-INTERNAL_STAGING-TIER,254,17,6.7
1293,VLAN-1293,10.1.43.0,255.255.255.0,10.1.43.1,Internal-Database,DC-East Virginia,Infrastructure subnet for Internal-Database workloads in DC,14 servers assigned,No,10.1.100.5,10.1.100.6,FW-INTERNAL_DATABASE-STD,ACL-INTERNAL_DATABASE-TIER,254,6,2.4
1294,VLAN-1294,10.3.44.0,255.255.255.0,10.3.44.1,Internal-Staging,DC-Central Illinois,Infrastructure subnet for Internal-Staging workloads in DC,10 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-INTERNAL_STAGING-STD,ACL-INTERNAL_STAGING-TIER,254,21,8.3
1295,VLAN-1295,10.1.45.0,255.255.255.0,10.1.45.1,DMZ,DC-East Virginia,Infrastructure subnet for DMZ workloads in DC,1 servers assigned,No,10.1.100.5,10.1.100.6,FW-DMZ-STD,ACL-DMZ-TIER,254,26,10.2
1296,VLAN-1296,10.1.46.0,255.255.255.0,10.1.46.1,QA-Testing,DC-East Virginia,Infrastructure subnet for QA-Testing workloads in DC,23 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-QA_TESTING-STD,ACL-QA_TESTING-TIER,254,6,2.4
1297,VLAN-1297,10.2.47.0,255.255.255.0,10.2.47.1,Monitoring,DC-West Oregon,Infrastructure subnet for Monitoring workloads in DC,9 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-MONITORING-STD,ACL-MONITORING-TIER,254,13,5.1
1298,VLAN-1298,10.3.48.0,255.255.255.0,10.3.48.1,Management,DC-Central Illinois,Infrastructure subnet for Management workloads in DC,13 servers assigned,No,10.3.100.5,10.3.100.6,FW-MANAGEMENT-STD,ACL-MANAGEMENT-TIER,254,13,5.1
1299,VLAN-1299,10.2.49.0,255.255.255.0,10.2.49.1,Internal-Staging,DC-West Oregon,Infrastructure subnet for Internal-Staging workloads in DC,25 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-INTERNAL_STAGING-STD,ACL-INTERNAL_STAGING-TIER,254,15,5.9
1300,VLAN-1300,10.1.50.0,255.255.255.0,10.1.50.1,QA-Testing,DC-East Virginia,Infrastructure subnet for QA-Testing workloads in DC,19 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-QA_TESTING-STD,ACL-QA_TESTING-TIER,254,9,3.5
1301,VLAN-1301,10.3.51.0,255.255.255.0,10.3.51.1,Monitoring,DC-Central Illinois,Infrastructure subnet for Monitoring workloads in DC,14 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-MONITORING-STD,ACL-MONITORING-TIER,254,1,0.4
1302,VLAN-1302,10.2.52.0,255.255.255.0,10.2.52.1,Internal-Development,DC-West Oregon,Infrastructure subnet for Internal-Development workloads in DC,3 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-INTERNAL_DEVELOPMENT-STD,ACL-INTERNAL_DEVELOPMENT-TIER,254,30,11.8
1303,VLAN-1303,10.1.53.0,255.255.255.0,10.1.53.1,Storage,DC-East Virginia,Infrastructure subnet for Storage workloads in DC,7 servers assigned,No,10.1.100.5,10.1.100.6,FW-STORAGE-STD,ACL-STORAGE-TIER,254,16,6.3
1304,VLAN-1304,10.3.54.0,255.255.255.0,10.3.54.1,Internal-Database,DC-Central Illinois,Infrastructure subnet for Internal-Database workloads in DC,17 servers assigned,No,10.3.100.5,10.3.100.6,FW-INTERNAL_DATABASE-STD,ACL-INTERNAL_DATABASE-TIER,254,16,6.3
1305,VLAN-1305,10.3.55.0,255.255.255.0,10.3.55.1,Monitoring,DC-Central Illinois,Infrastructure subnet for Monitoring workloads in DC,9 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-MONITORING-STD,ACL-MONITORING-TIER,254,10,3.9
1306,VLAN-1306,10.2.56.0,255.255.255.0,10.2.56.1,Management,DC-West Oregon,Infrastructure subnet for Management workloads in DC,24 servers assigned,No,10.2.100.5,10.2.100.6,FW-MANAGEMENT-STD,ACL-MANAGEMENT-TIER,254,20,7.9
1307,VLAN-1307,10.1.57.0,255.255.255.0,10.1.57.1,Internal-Production,DC-East Virginia,Infrastructure subnet for Internal-Production workloads in DC,23 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-INTERNAL_PRODUCTION-STD,ACL-INTERNAL_PRODUCTION-TIER,254,2,0.8
1308,VLAN-1308,10.1.58.0,255.255.255.0,10.1.58.1,Backup,DC-East Virginia,Infrastructure subnet for Backup workloads in DC,14 servers assigned,No,10.1.100.5,10.1.100.6,FW-BACKUP-STD,ACL-BACKUP-TIER,254,1,0.4
1309,VLAN-1309,10.1.59.0,255.255.255.0,10.1.59.1,Internal-Staging,DC-East Virginia,Infrastructure subnet for Internal-Staging workloads in DC,17 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-INTERNAL_STAGING-STD,ACL-INTERNAL_STAGING-TIER,254,20,7.9
1310,VLAN-1310,10.3.60.0,255.255.255.0,10.3.60.1,DR-Replication,DC-Central Illinois,Infrastructure subnet for DR-Replication workloads in DC,10 servers assigned,No,10.3.100.5,10.3.100.6,FW-DR_REPLICATION-STD,ACL-DR_REPLICATION-TIER,254,20,7.9
1311,VLAN-1311,10.1.61.0,255.255.255.0,10.1.61.1,Storage,DC-East Virginia,Infrastructure subnet for Storage workloads in DC,13 servers assigned,No,10.1.100.5,10.1.100.6,FW-STORAGE-STD,ACL-STORAGE-TIER,254,27,10.6
1312,VLAN-1312,10.2.62.0,255.255.255.0,10.2.62.1,Monitoring,DC-West Oregon,Infrastructure subnet for Monitoring workloads in DC,8 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-MONITORING-STD,ACL-MONITORING-TIER,254,24,9.4
1313,VLAN-1313,10.3.63.0,255.255.255.0,10.3.63.1,QA-Testing,DC-Central Illinois,Infrastructure subnet for QA-Testing workloads in DC,23 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-QA_TESTING-STD,ACL-QA_TESTING-TIER,254,26,10.2
1314,VLAN-1314,10.1.64.0,255.255.255.0,10.1.64.1,Monitoring,DC-East Virginia,Infrastructure subnet for Monitoring workloads in DC,4 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-MONITORING-STD,ACL-MONITORING-TIER,254,26,10.2
1315,VLAN-1315,10.3.65.0,255.255.255.0,10.3.65.1,DMZ,DC-Central Illinois,Infrastructure subnet for DMZ workloads in DC,2 servers assigned,No,10.3.100.5,10.3.100.6,FW-DMZ-STD,ACL-DMZ-TIER,254,19,7.5
1316,VLAN-1316,10.1.66.0,255.255.255.0,10.1.66.1,DMZ,DC-East Virginia,Infrastructure subnet for DMZ workloads in DC,15 servers assigned,No,10.1.100.5,10.1.100.6,FW-DMZ-STD,ACL-DMZ-TIER,254,9,3.5
1317,VLAN-1317,10.3.67.0,255.255.255.0,10.3.67.1,Internal-Database,DC-Central Illinois,Infrastructure subnet for Internal-Database workloads in DC,7 servers assigned,No,10.3.100.5,10.3.100.6,FW-INTERNAL_DATABASE-STD,ACL-INTERNAL_DATABASE-TIER,254,15,5.9
1318,VLAN-1318,10.2.68.0,255.255.255.0,10.2.68.1,Internal-Production,DC-West Oregon,Infrastructure subnet for Internal-Production workloads in DC,24 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-INTERNAL_PRODUCTION-STD,ACL-INTERNAL_PRODUCTION-TIER,254,2,0.8
1319,VLAN-1319,10.3.69.0,255.255.255.0,10.3.69.1,DMZ,DC-Central Illinois,Infrastructure subnet for DMZ workloads in DC,17 servers assigned,No,10.3.100.5,10.3.100.6,FW-DMZ-STD,ACL-DMZ-TIER,254,17,6.7
1320,VLAN-1320,10.2.70.0,255.255.255.0,10.2.70.1,Internal-Production,DC-West Oregon,Infrastructure subnet for Internal-Production workloads in DC,16 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-INTERNAL_PRODUCTION-STD,ACL-INTERNAL_PRODUCTION-TIER,254,12,4.7
1321,VLAN-1321,10.3.71.0,255.255.255.0,10.3.71.1,DMZ,DC-Central Illinois,Infrastructure subnet for DMZ workloads in DC,24 servers assigned,No,10.3.100.5,10.3.100.6,FW-DMZ-STD,ACL-DMZ-TIER,254,13,5.1
1322,VLAN-1322,10.3.72.0,255.255.255.0,10.3.72.1,Management,DC-Central Illinois,Infrastructure subnet for Management workloads in DC,20 servers assigned,No,10.3.100.5,10.3.100.6,FW-MANAGEMENT-STD,ACL-MANAGEMENT-TIER,254,18,7.1
1323,VLAN-1323,10.2.73.0,255.255.255.0,10.2.73.1,Internal-Staging,DC-West Oregon,Infrastructure subnet for Internal-Staging workloads in DC,5 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-INTERNAL_STAGING-STD,ACL-INTERNAL_STAGING-TIER,254,1,0.4
1324,VLAN-1324,10.1.74.0,255.255.255.0,10.1.74.1,Monitoring,DC-East Virginia,Infrastructure subnet for Monitoring workloads in DC,22 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-MONITORING-STD,ACL-MONITORING-TIER,254,22,8.7
1325,VLAN-1325,10.3.75.0,255.255.255.0,10.3.75.1,Monitoring,DC-Central Illinois,Infrastructure subnet for Monitoring workloads in DC,21 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-MONITORING-STD,ACL-MONITORING-TIER,254,23,9.1
1326,VLAN-1326,10.3.76.0,255.255.255.0,10.3.76.1,QA-Testing,DC-Central Illinois,Infrastructure subnet for QA-Testing workloads in DC,22 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-QA_TESTING-STD,ACL-QA_TESTING-TIER,254,20,7.9
1327,VLAN-1327,10.3.77.0,255.255.255.0,10.3.77.1,Backup,DC-Central Illinois,Infrastructure subnet for Backup workloads in DC,18 servers assigned,No,10.3.100.5,10.3.100.6,FW-BACKUP-STD,ACL-BACKUP-TIER,254,29,11.4
1328,VLAN-1328,10.2.78.0,255.255.255.0,10.2.78.1,QA-Testing,DC-West Oregon,Infrastructure subnet for QA-Testing workloads in DC,14 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-QA_TESTING-STD,ACL-QA_TESTING-TIER,254,3,1.2
1329,VLAN-1329,10.1.79.0,255.255.255.0,10.1.79.1,QA-Testing,DC-East Virginia,Infrastructure subnet for QA-Testing workloads in DC,20 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-QA_TESTING-STD,ACL-QA_TESTING-TIER,254,14,5.5
1330,VLAN-1330,10.2.80.0,255.255.255.0,10.2.80.1,QA-Testing,DC-West Oregon,Infrastructure subnet for QA-Testing workloads in DC,2 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-QA_TESTING-STD,ACL-QA_TESTING-TIER,254,13,5.1
1331,VLAN-1331,10.3.81.0,255.255.255.0,10.3.81.1,Backup,DC-Central Illinois,Infrastructure subnet for Backup workloads in DC,9 servers assigned,No,10.3.100.5,10.3.100.6,FW-BACKUP-STD,ACL-BACKUP-TIER,254,21,8.3
1332,VLAN-1332,10.1.82.0,255.255.255.0,10.1.82.1,Backup,DC-East Virginia,Infrastructure subnet for Backup workloads in DC,5 servers assigned,No,10.1.100.5,10.1.100.6,FW-BACKUP-STD,ACL-BACKUP-TIER,254,19,7.5
1333,VLAN-1333,10.1.83.0,255.255.255.0,10.1.83.1,Backup,DC-East Virginia,Infrastructure subnet for Backup workloads in DC,2 servers assigned,No,10.1.100.5,10.1.100.6,FW-BACKUP-STD,ACL-BACKUP-TIER,254,30,11.8
1334,VLAN-1334,10.3.84.0,255.255.255.0,10.3.84.1,Backup,DC-Central Illinois,Infrastructure subnet for Backup workloads in DC,15 servers assigned,No,10.3.100.5,10.3.100.6,FW-BACKUP-STD,ACL-BACKUP-TIER,254,12,4.7
1335,VLAN-1335,10.2.85.0,255.255.255.0,10.2.85.1,DR-Replication,DC-West Oregon,Infrastructure subnet for DR-Replication workloads in DC,21 servers assigned,No,10.2.100.5,10.2.100.6,FW-DR_REPLICATION-STD,ACL-DR_REPLICATION-TIER,254,14,5.5
1336,VLAN-1336,10.2.86.0,255.255.255.0,10.2.86.1,Backup,DC-West Oregon,Infrastructure subnet for Backup workloads in DC,13 servers assigned,No,10.2.100.5,10.2.100.6,FW-BACKUP-STD,ACL-BACKUP-TIER,254,15,5.9
1337,VLAN-1337,10.1.87.0,255.255.255.0,10.1.87.1,Internal-Staging,DC-East Virginia,Infrastructure subnet for Internal-Staging workloads in DC,3 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-INTERNAL_STAGING-STD,ACL-INTERNAL_STAGING-TIER,254,28,11.0
1338,VLAN-1338,10.1.88.0,255.255.255.0,10.1.88.1,Management,DC-East Virginia,Infrastructure subnet for Management workloads in DC,13 servers assigned,No,10.1.100.5,10.1.100.6,FW-MANAGEMENT-STD,ACL-MANAGEMENT-TIER,254,12,4.7
1339,VLAN-1339,10.1.89.0,255.255.255.0,10.1.89.1,Internal-Development,DC-East Virginia,Infrastructure subnet for Internal-Development workloads in DC,22 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-INTERNAL_DEVELOPMENT-STD,ACL-INTERNAL_DEVELOPMENT-TIER,254,17,6.7
1340,VLAN-1340,10.1.90.0,255.255.255.0,10.1.90.1,DMZ,DC-East Virginia,Infrastructure subnet for DMZ workloads in DC,23 servers assigned,No,10.1.100.5,10.1.100.6,FW-DMZ-STD,ACL-DMZ-TIER,254,26,10.2
1341,VLAN-1341,10.1.91.0,255.255.255.0,10.1.91.1,Internal-Database,DC-East Virginia,Infrastructure subnet for Internal-Database workloads in DC,7 servers assigned,No,10.1.100.5,10.1.100.6,FW-INTERNAL_DATABASE-STD,ACL-INTERNAL_DATABASE-TIER,254,10,3.9
1342,VLAN-1342,10.3.92.0,255.255.255.0,10.3.92.1,Storage,DC-Central Illinois,Infrastructure subnet for Storage workloads in DC,15 servers assigned,No,10.3.100.5,10.3.100.6,FW-STORAGE-STD,ACL-STORAGE-TIER,254,12,4.7
1343,VLAN-1343,10.3.93.0,255.255.255.0,10.3.93.1,DR-Replication,DC-Central Illinois,Infrastructure subnet for DR-Replication workloads in DC,6 servers assigned,No,10.3.100.5,10.3.100.6,FW-DR_REPLICATION-STD,ACL-DR_REPLICATION-TIER,254,19,7.5
1344,VLAN-1344,10.1.94.0,255.255.255.0,10.1.94.1,Internal-Development,DC-East Virginia,Infrastructure subnet for Internal-Development workloads in DC,21 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-INTERNAL_DEVELOPMENT-STD,ACL-INTERNAL_DEVELOPMENT-TIER,254,13,5.1
1345,VLAN-1345,10.1.95.0,255.255.255.0,10.1.95.1,Internal-Production,DC-East Virginia,Infrastructure subnet for Internal-Production workloads in DC,8 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-INTERNAL_PRODUCTION-STD,ACL-INTERNAL_PRODUCTION-TIER,254,25,9.8
1346,VLAN-1346,10.2.96.0,255.255.255.0,10.2.96.1,Management,DC-West Oregon,Infrastructure subnet for Management workloads in DC,17 servers assigned,No,10.2.100.5,10.2.100.6,FW-MANAGEMENT-STD,ACL-MANAGEMENT-TIER,254,26,10.2
1347,VLAN-1347,10.2.97.0,255.255.255.0,10.2.97.1,Internal-Database,DC-West Oregon,Infrastructure subnet for Internal-Database workloads in DC,3 servers assigned,No,10.2.100.5,10.2.100.6,FW-INTERNAL_DATABASE-STD,ACL-INTERNAL_DATABASE-TIER,254,18,7.1
1348,VLAN-1348,10.2.98.0,255.255.255.0,10.2.98.1,Storage,DC-West Oregon,Infrastructure subnet for Storage workloads in DC,5 servers assigned,No,10.2.100.5,10.2.100.6,FW-STORAGE-STD,ACL-STORAGE-TIER,254,7,2.8
1349,VLAN-1349,10.1.99.0,255.255.255.0,10.1.99.1,DR-Replication,DC-East Virginia,Infrastructure subnet for DR-Replication workloads in DC,1 servers assigned,No,10.1.100.5,10.1.100.6,FW-DR_REPLICATION-STD,ACL-DR_REPLICATION-TIER,254,22,8.7
1350,VLAN-1350,10.3.100.0,255.255.255.0,10.3.100.1,Internal-Development,DC-Central Illinois,Infrastructure subnet for Internal-Development workloads in DC,13 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-INTERNAL_DEVELOPMENT-STD,ACL-INTERNAL_DEVELOPMENT-TIER,254,26,10.2
1351,VLAN-1351,10.2.101.0,255.255.255.0,10.2.101.1,Monitoring,DC-West Oregon,Infrastructure subnet for Monitoring workloads in DC,11 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-MONITORING-STD,ACL-MONITORING-TIER,254,17,6.7
1352,VLAN-1352,10.1.102.0,255.255.255.0,10.1.102.1,Internal-Development,DC-East Virginia,Infrastructure subnet for Internal-Development workloads in DC,22 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-INTERNAL_DEVELOPMENT-STD,ACL-INTERNAL_DEVELOPMENT-TIER,254,22,8.7
1353,VLAN-1353,10.2.103.0,255.255.255.0,10.2.103.1,Internal-Staging,DC-West Oregon,Infrastructure subnet for Internal-Staging workloads in DC,20 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-INTERNAL_STAGING-STD,ACL-INTERNAL_STAGING-TIER,254,21,8.3
1354,VLAN-1354,10.1.104.0,255.255.255.0,10.1.104.1,Internal-Database,DC-East Virginia,Infrastructure subnet for Internal-Database workloads in DC,25 servers assigned,No,10.1.100.5,10.1.100.6,FW-INTERNAL_DATABASE-STD,ACL-INTERNAL_DATABASE-TIER,254,11,4.3
1355,VLAN-1355,10.3.105.0,255.255.255.0,10.3.105.1,Internal-Staging,DC-Central Illinois,Infrastructure subnet for Internal-Staging workloads in DC,10 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-INTERNAL_STAGING-STD,ACL-INTERNAL_STAGING-TIER,254,18,7.1
1356,VLAN-1356,10.2.106.0,255.255.255.0,10.2.106.1,DR-Replication,DC-West Oregon,Infrastructure subnet for DR-Replication workloads in DC,25 servers assigned,No,10.2.100.5,10.2.100.6,FW-DR_REPLICATION-STD,ACL-DR_REPLICATION-TIER,254,30,11.8
1357,VLAN-1357,10.3.107.0,255.255.255.0,10.3.107.1,DR-Replication,DC-Central Illinois,Infrastructure subnet for DR-Replication workloads in DC,4 servers assigned,No,10.3.100.5,10.3.100.6,FW-DR_REPLICATION-STD,ACL-DR_REPLICATION-TIER,254,27,10.6
1358,VLAN-1358,10.1.108.0,255.255.255.0,10.1.108.1,Storage,DC-East Virginia,Infrastructure subnet for Storage workloads in DC,14 servers assigned,No,10.1.100.5,10.1.100.6,FW-STORAGE-STD,ACL-STORAGE-TIER,254,12,4.7
1359,VLAN-1359,10.1.109.0,255.255.255.0,10.1.109.1,Monitoring,DC-East Virginia,Infrastructure subnet for Monitoring workloads in DC,19 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-MONITORING-STD,ACL-MONITORING-TIER,254,30,11.8
1360,VLAN-1360,10.2.110.0,255.255.255.0,10.2.110.1,Backup,DC-West Oregon,Infrastructure subnet for Backup workloads in DC,12 servers assigned,No,10.2.100.5,10.2.100.6,FW-BACKUP-STD,ACL-BACKUP-TIER,254,1,0.4
1361,VLAN-1361,10.2.111.0,255.255.255.0,10.2.111.1,Internal-Production,DC-West Oregon,Infrastructure subnet for Internal-Production workloads in DC,3 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-INTERNAL_PRODUCTION-STD,ACL-INTERNAL_PRODUCTION-TIER,254,6,2.4
1362,VLAN-1362,10.3.112.0,255.255.255.0,10.3.112.1,Internal-Production,DC-Central Illinois,Infrastructure subnet for Internal-Production workloads in DC,20 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-INTERNAL_PRODUCTION-STD,ACL-INTERNAL_PRODUCTION-TIER,254,23,9.1
1363,VLAN-1363,10.2.113.0,255.255.255.0,10.2.113.1,Internal-Development,DC-West Oregon,Infrastructure subnet for Internal-Development workloads in DC,7 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-INTERNAL_DEVELOPMENT-STD,ACL-INTERNAL_DEVELOPMENT-TIER,254,18,7.1
1364,VLAN-1364,10.2.114.0,255.255.255.0,10.2.114.1,Internal-Staging,DC-West Oregon,Infrastructure subnet for Internal-Staging workloads in DC,17 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-INTERNAL_STAGING-STD,ACL-INTERNAL_STAGING-TIER,254,24,9.4
1365,VLAN-1365,10.2.115.0,255.255.255.0,10.2.115.1,QA-Testing,DC-West Oregon,Infrastructure subnet for QA-Testing workloads in DC,16 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-QA_TESTING-STD,ACL-QA_TESTING-TIER,254,11,4.3
1366,VLAN-1366,10.1.116.0,255.255.255.0,10.1.116.1,Backup,DC-East Virginia,Infrastructure subnet for Backup workloads in DC,3 servers assigned,No,10.1.100.5,10.1.100.6,FW-BACKUP-STD,ACL-BACKUP-TIER,254,3,1.2
1367,VLAN-1367,10.2.117.0,255.255.255.0,10.2.117.1,DR-Replication,DC-West Oregon,Infrastructure subnet for DR-Replication workloads in DC,12 servers assigned,No,10.2.100.5,10.2.100.6,FW-DR_REPLICATION-STD,ACL-DR_REPLICATION-TIER,254,23,9.1
