INC-2024-0627,2024-03-31 00:00:00,2024-03-31 00:00:00,P4,Storage,SRV-E-150,VideoConference,Hardware Fault,Failover to database replication node,0,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,CR-2024-0201,No
INC-2024-0628,2024-10-12 00:00:00,2024-10-12 00:00:00,P2,Compute,SRV-W-062,Microservice-040,Hardware Fault,Updated IPS threat signatures and blocked attacking IP,45,Single service degradation,Cloud Ops,Yes,Yes,Level 2,CR-2024-0281,No
INC-2024-0629,2024-11-10 00:00:00,2024-11-10 00:00:00,P4,Database,SRV-W-111,E-Commerce-Platform,Capacity Saturation,Restored data from local backup volume,120,Internal operations affected,Application Support,Yes,No,Level 0,CR-2024-0250,No
INC-2024-0630,2024-01-24 00:00:00,2024-01-24 00:00:00,P2,Security,SRV-E-105,SalesForce-Integration,Hardware Fault,Restarted Docker containers,60,Single service degradation,Database Admin,Yes,Yes,Level 2,CR-2024-0153,No
INC-2024-0631,2024-03-31 00:00:00,2024-03-31 00:00:00,P2,Application Software,SRV-E-003,E-Commerce-Platform,Software Bug,Rebooted host operating system,15,Single service degradation,Infrastructure Ops,Yes,Yes,Level 2,CR-2024-0166,No
INC-2024-0632,2024-03-03 00:00:00,2024-03-03 00:00:00,P4,Network,SRV-W-109,Microservice-078,Third Party Outage,Restarted JVM application server process,45,Internal operations affected,Network Ops,Yes,Yes,Level 0,CR-2024-0262,No
INC-2024-0633,2024-02-17 00:00:00,2024-02-17 00:00:00,P1,Application Software,SRV-W-073,TravelBooking,Human Error,Restored data from local backup volume,0,Enterprise wide outage,Infrastructure Ops,Yes,Yes,Level 2,CR-2024-0118,Yes
INC-2024-0634,2024-07-15 00:00:00,2024-07-15 00:00:00,P4,Compute,SRV-W-103,Microservice-095,Software Bug,Updated local SSL/TLS certificate chain,15,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0163,No
INC-2024-0635,2024-07-29 00:00:00,2024-07-29 00:00:00,P4,Application Software,SRV-W-043,Microservice-091,Software Bug,Reconfigured load balancer session persistence,15,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 0,CR-2024-0218,No
INC-2024-0636,2024-06-25 00:00:00,2024-06-25 00:00:00,P4,Database,SRV-W-050,IT-ServiceDesk,Third Party Outage,Updated IPS threat signatures and blocked attacking IP,0,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 0,CR-2024-0234,No
INC-2024-0637,2024-04-13 00:00:00,2024-04-13 00:00:00,P1,Database,SRV-C-080,Microservice-042,Third Party Outage,Restored data from local backup volume,0,Enterprise wide outage,Cloud Ops,Yes,Yes,Level 2,CR-2024-0146,Yes
INC-2024-0638,2024-05-02 00:00:00,2024-05-02 00:00:00,P4,Network,SRV-E-083,IT-ServiceDesk,Software Bug,Reconfigured load balancer session persistence,45,Internal operations affected,Application Support,Yes,Yes,Level 0,CR-2024-0127,No
INC-2024-0639,2024-04-06 00:00:00,2024-04-06 00:00:00,P4,Network,SRV-E-104,Microservice-076,Capacity Saturation,Reconfigured load balancer session persistence,120,Internal operations affected,Database Admin,Yes,No,Level 0,CR-2024-0184,No
INC-2024-0640,2024-10-15 00:00:00,2024-10-15 00:00:00,P4,Compute,SRV-W-071,CI-CD-Pipeline,Software Bug,Replaced faulty fiber patch cable,120,Internal operations affected,Network Ops,Yes,No,Level 0,CR-2024-0213,No
INC-2024-0641,2024-01-06 00:00:00,2024-01-06 00:00:00,P4,Network,SRV-W-099,Microservice-085,Third Party Outage,Replaced faulty fiber patch cable,45,Internal operations affected,Database Admin,Yes,Yes,Level 0,CR-2024-0214,No
INC-2024-0642,2024-08-10 00:00:00,2024-08-10 00:00:00,P1,Network,SRV-E-092,SecuritySIEM,Capacity Saturation,Restarted Docker containers,15,Enterprise wide outage,Security Ops,Yes,Yes,Level 2,CR-2024-0107,Yes
INC-2024-0643,2024-06-11 00:00:00,2024-06-11 00:00:00,P3,Compute,SRV-W-074,Microservice-072,Third Party Outage,Restored data from local backup volume,120,Internal operations affected,Network Ops,Yes,No,Level 1,CR-2024-0262,No
INC-2024-0644,2024-06-14 00:00:00,2024-06-14 00:00:00,P1,Storage,SRV-E-135,Microservice-063,Capacity Saturation,Restarted Docker containers,120,Enterprise wide outage,Database Admin,Yes,No,Level 2,CR-2024-0122,Yes
INC-2024-0645,2024-06-22 00:00:00,2024-06-22 00:00:00,P3,Compute,SRV-W-110,Microservice-045,Third Party Outage,Updated IPS threat signatures and blocked attacking IP,45,Internal operations affected,Cloud Ops,Yes,Yes,Level 1,CR-2024-0236,No
INC-2024-0646,2024-06-29 00:00:00,2024-06-29 00:00:00,P3,Network,SRV-E-055,Microservice-059,Capacity Saturation,Restored data from local backup volume,15,Internal operations affected,Security Ops,Yes,Yes,Level 1,CR-2024-0287,No
INC-2024-0647,2024-10-21 00:00:00,2024-10-21 00:00:00,P4,Storage,SRV-C-096,Microservice-098,Software Bug,Failover to database replication node,30,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0181,No
INC-2024-0648,2024-08-11 00:00:00,2024-08-11 00:00:00,P3,Network,SRV-E-014,Microservice-092,Human Error,Restored data from local backup volume,120,Internal operations affected,Infrastructure Ops,Yes,No,Level 1,CR-2024-0270,No
INC-2024-0649,2024-05-04 00:00:00,2024-05-04 00:00:00,P2,Compute,SRV-C-044,Microservice-081,Hardware Fault,Restarted JVM application server process,0,Single service degradation,Infrastructure Ops,Yes,Yes,Level 2,CR-2024-0174,No
INC-2024-0650,2024-12-13 00:00:00,2024-12-13 00:00:00,P3,Application Software,SRV-E-100,MonitoringDashboard,Human Error,Failover to database replication node,120,Internal operations affected,Network Ops,Yes,No,Level 1,CR-2024-0208,No
INC-2024-0651,2024-05-05 00:00:00,2024-05-05 00:00:00,P4,Network,SRV-E-127,MobileApp-Backend,Third Party Outage,Restarted JVM application server process,30,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0288,No
INC-2024-0652,2024-03-31 00:00:00,2024-03-31 00:00:00,P4,Database,SRV-E-079,API-Gateway,Capacity Saturation,Updated local SSL/TLS certificate chain,0,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,CR-2024-0190,No
INC-2024-0653,2024-11-10 00:00:00,2024-11-10 00:00:00,P3,Network,SRV-E-053,VPN-Gateway,Software Bug,Replaced faulty fiber patch cable,30,Internal operations affected,Cloud Ops,Yes,Yes,Level 1,CR-2024-0130,No
INC-2024-0654,2024-06-17 00:00:00,2024-06-17 00:00:00,P3,Compute,SRV-C-079,Microservice-066,Human Error,Restarted JVM application server process,120,Internal operations affected,Security Ops,Yes,No,Level 1,CR-2024-0122,No
INC-2024-0655,2024-08-06 00:00:00,2024-08-06 00:00:00,P4,Storage,SRV-E-067,VPN-Gateway,Software Bug,Updated local SSL/TLS certificate chain,30,Internal operations affected,Network Ops,Yes,Yes,Level 0,CR-2024-0128,No
INC-2024-0656,2024-03-04 00:00:00,2024-03-04 00:00:00,P2,Compute,SRV-E-121,Microservice-065,Third Party Outage,Restored data from local backup volume,45,Single service degradation,Infrastructure Ops,Yes,Yes,Level 2,CR-2024-0167,No
INC-2024-0657,2024-05-22 00:00:00,2024-05-22 00:00:00,P3,Network,SRV-W-026,Microservice-096,Third Party Outage,Updated local SSL/TLS certificate chain,180,Internal operations affected,Infrastructure Ops,Yes,No,Level 1,CR-2024-0291,No
INC-2024-0658,2024-07-06 00:00:00,2024-07-06 00:00:00,P1,Network,SRV-C-049,LDAP-Directory,Software Bug,Failover to database replication node,30,Enterprise wide outage,Cloud Ops,Yes,Yes,Level 2,CR-2024-0174,Yes
INC-2024-0659,2024-08-17 00:00:00,2024-08-17 00:00:00,P1,Network,SRV-C-093,Microservice-067,Hardware Fault,Restarted Docker containers,180,Enterprise wide outage,Database Admin,Yes,No,Level 2,CR-2024-0123,Yes
INC-2024-0660,2024-06-13 00:00:00,2024-06-13 00:00:00,P3,Database,SRV-W-025,Microservice-067,Hardware Fault,Restarted Docker containers,30,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 1,CR-2024-0242,No
INC-2024-0661,2024-04-12 00:00:00,2024-04-12 00:00:00,P2,Storage,SRV-W-078,Microservice-075,Software Bug,Restored data from local backup volume,45,Single service degradation,Network Ops,Yes,Yes,Level 2,CR-2024-0142,No
INC-2024-0662,2024-08-02 00:00:00,2024-08-02 00:00:00,P4,Storage,SRV-W-044,SalesForce-Integration,Capacity Saturation,Reconfigured load balancer session persistence,60,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,CR-2024-0226,No
INC-2024-0663,2024-06-03 00:00:00,2024-06-03 00:00:00,P4,Network,SRV-E-134,Microservice-053,Software Bug,Updated local SSL/TLS certificate chain,30,Internal operations affected,Database Admin,Yes,Yes,Level 0,CR-2024-0264,No
INC-2024-0664,2024-09-19 00:00:00,2024-09-19 00:00:00,P3,Compute,SRV-E-148,Microservice-063,Hardware Fault,Failover to database replication node,0,Internal operations affected,Security Ops,Yes,Yes,Level 1,CR-2024-0165,No
INC-2024-0665,2024-09-04 00:00:00,2024-09-04 00:00:00,P3,Compute,SRV-E-118,Microservice-070,Hardware Fault,Rebooted host operating system,0,Internal operations affected,Cloud Ops,Yes,Yes,Level 1,CR-2024-0282,No
INC-2024-0666,2024-07-10 00:00:00,2024-07-10 00:00:00,P2,Storage,SRV-C-082,Microservice-040,Capacity Saturation,Updated local SSL/TLS certificate chain,15,Single service degradation,Cloud Ops,Yes,Yes,Level 2,CR-2024-0123,No
INC-2024-0667,2024-08-19 00:00:00,2024-08-19 00:00:00,P3,Database,SRV-E-064,Microservice-073,Third Party Outage,Reconfigured load balancer session persistence,0,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 1,CR-2024-0272,No
INC-2024-0668,2024-02-25 00:00:00,2024-02-25 00:00:00,P1,Application Software,SRV-E-091,Microservice-041,Hardware Fault,Restarted JVM application server process,15,Enterprise wide outage,Application Support,Yes,Yes,Level 2,CR-2024-0230,Yes
INC-2024-0669,2024-11-06 00:00:00,2024-11-06 00:00:00,P4,Application Software,SRV-C-052,BI-Analytics,Capacity Saturation,Cleared storage log partition to free up space,30,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,CR-2024-0194,No
INC-2024-0670,2024-07-13 00:00:00,2024-07-13 00:00:00,P4,Network,SRV-E-014,Microservice-042,Human Error,Restored data from local backup volume,45,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 0,CR-2024-0178,No
INC-2024-0671,2024-01-01 00:00:00,2024-01-01 00:00:00,P3,Compute,SRV-E-017,LogAggregator,Human Error,Rebooted host operating system,30,Internal operations affected,Security Ops,Yes,Yes,Level 1,CR-2024-0208,No
INC-2024-0672,2024-09-19 00:00:00,2024-09-19 00:00:00,P1,Security,SRV-E-066,CustomerPortal,Third Party Outage,Restarted Docker containers,180,Enterprise wide outage,Infrastructure Ops,Yes,No,Level 2,CR-2024-0201,Yes
INC-2024-0673,2024-05-24 00:00:00,2024-05-24 00:00:00,P4,Compute,SRV-W-085,PayrollEngine,Third Party Outage,Failover to database replication node,0,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0117,No
INC-2024-0674,2024-06-17 00:00:00,2024-06-17 00:00:00,P3,Security,SRV-W-031,HR-Portal,Software Bug,Reconfigured load balancer session persistence,0,Internal operations affected,Database Admin,Yes,Yes,Level 1,CR-2024-0268,No
INC-2024-0675,2024-02-16 00:00:00,2024-02-16 00:00:00,P3,Compute,SRV-W-029,Microservice-087,Human Error,Rebooted host operating system,60,Internal operations affected,Security Ops,Yes,Yes,Level 1,CR-2024-0146,No
INC-2024-0676,2024-01-26 00:00:00,2024-01-26 00:00:00,P4,Compute,SRV-E-101,Microservice-078,Hardware Fault,Replaced faulty fiber patch cable,120,Internal operations affected,Cloud Ops,Yes,No,Level 0,CR-2024-0161,No
INC-2024-0677,2024-09-24 00:00:00,2024-09-24 00:00:00,P4,Application Software,SRV-W-064,CRM-Enterprise,Capacity Saturation,Updated local SSL/TLS certificate chain,45,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0172,No
INC-2024-0678,2024-02-07 00:00:00,2024-02-07 00:00:00,P1,Network,SRV-C-071,Microservice-096,Hardware Fault,Restarted JVM application server process,0,Enterprise wide outage,Application Support,Yes,Yes,Level 2,CR-2024-0100,Yes
INC-2024-0679,2024-12-17 00:00:00,2024-12-17 00:00:00,P2,Application Software,SRV-E-102,Microservice-098,Human Error,Failover to database replication node,30,Single service degradation,Infrastructure Ops,Yes,Yes,Level 2,CR-2024-0160,No
INC-2024-0680,2024-01-11 00:00:00,2024-01-11 00:00:00,P3,Network,SRV-W-100,MonitoringDashboard,Human Error,Updated local SSL/TLS certificate chain,120,Internal operations affected,Security Ops,Yes,No,Level 1,CR-2024-0266,No
INC-2024-0681,2024-04-16 00:00:00,2024-04-16 00:00:00,P1,Storage,SRV-W-080,Microservice-057,Third Party Outage,Updated IPS threat signatures and blocked attacking IP,120,Enterprise wide outage,Security Ops,Yes,No,Level 2,CR-2024-0162,Yes
INC-2024-0682,2024-07-26 00:00:00,2024-07-26 00:00:00,P4,Security,SRV-E-138,Microservice-098,Third Party Outage,Reconfigured load balancer session persistence,60,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0242,No
INC-2024-0683,2024-11-18 00:00:00,2024-11-18 00:00:00,P1,Compute,SRV-E-066,ProjectTracker,Human Error,Updated local SSL/TLS certificate chain,0,Enterprise wide outage,Network Ops,Yes,Yes,Level 2,CR-2024-0266,Yes
INC-2024-0684,2024-03-10 00:00:00,2024-03-10 00:00:00,P4,Database,SRV-C-073,QA-TestSuite,Hardware Fault,Reconfigured load balancer session persistence,120,Internal operations affected,Network Ops,Yes,No,Level 0,CR-2024-0165,No
INC-2024-0685,2024-07-27 00:00:00,2024-07-27 00:00:00,P3,Security,SRV-C-014,Microservice-042,Capacity Saturation,Updated IPS threat signatures and blocked attacking IP,0,Internal operations affected,Application Support,Yes,Yes,Level 1,CR-2024-0185,No
INC-2024-0686,2024-10-29 00:00:00,2024-10-29 00:00:00,P2,Storage,SRV-W-047,Microservice-097,Hardware Fault,Failover to database replication node,15,Single service degradation,Application Support,Yes,Yes,Level 2,CR-2024-0163,No
INC-2024-0687,2024-07-29 00:00:00,2024-07-29 00:00:00,P3,Network,SRV-W-089,Microservice-082,Third Party Outage,Failover to database replication node,15,Internal operations affected,Cloud Ops,Yes,Yes,Level 1,CR-2024-0119,No
INC-2024-0688,2024-09-22 00:00:00,2024-09-22 00:00:00,P4,Application Software,SRV-W-111,InventoryMgmt,Software Bug,Updated IPS threat signatures and blocked attacking IP,0,Internal operations affected,Database Admin,Yes,Yes,Level 0,CR-2024-0149,No
INC-2024-0689,2024-12-05 00:00:00,2024-12-05 00:00:00,P2,Compute,SRV-E-072,Microservice-069,Capacity Saturation,Cleared storage log partition to free up space,45,Single service degradation,Infrastructure Ops,Yes,Yes,Level 2,CR-2024-0191,No
INC-2024-0690,2024-02-08 00:00:00,2024-02-08 00:00:00,P2,Security,SRV-E-073,CI-CD-Pipeline,Hardware Fault,Updated local SSL/TLS certificate chain,0,Single service degradation,Application Support,Yes,Yes,Level 2,CR-2024-0187,No
INC-2024-0691,2024-11-02 00:00:00,2024-11-02 00:00:00,P4,Network,SRV-E-010,InventoryMgmt,Human Error,Reconfigured load balancer session persistence,60,Internal operations affected,Application Support,Yes,Yes,Level 0,CR-2024-0212,No
INC-2024-0692,2024-06-06 00:00:00,2024-06-06 00:00:00,P4,Compute,SRV-W-105,VPN-Gateway,Software Bug,Replaced faulty fiber patch cable,180,Internal operations affected,Cloud Ops,Yes,No,Level 0,CR-2024-0202,No
INC-2024-0693,2024-10-06 00:00:00,2024-10-06 00:00:00,P3,Database,SRV-W-061,Email-Exchange,Hardware Fault,Updated IPS threat signatures and blocked attacking IP,120,Internal operations affected,Database Admin,Yes,No,Level 1,CR-2024-0171,No
INC-2024-0694,2024-05-08 00:00:00,2024-05-08 00:00:00,P2,Database,SRV-W-086,Microservice-054,Software Bug,Rebooted host operating system,0,Single service degradation,Infrastructure Ops,Yes,Yes,Level 2,CR-2024-0263,No
INC-2024-0695,2024-06-09 00:00:00,2024-06-09 00:00:00,P4,Database,SRV-E-112,MobileApp-Backend,Third Party Outage,Updated IPS threat signatures and blocked attacking IP,120,Internal operations affected,Database Admin,Yes,No,Level 0,CR-2024-0198,No
INC-2024-0696,2024-10-05 00:00:00,2024-10-05 00:00:00,P1,Application Software,SRV-W-072,Microservice-085,Hardware Fault,Failover to database replication node,45,Enterprise wide outage,Database Admin,Yes,Yes,Level 2,CR-2024-0128,Yes
INC-2024-0697,2024-09-13 00:00:00,2024-09-13 00:00:00,P4,Database,SRV-E-035,ProjectTracker,Software Bug,Failover to database replication node,15,Internal operations affected,Application Support,Yes,Yes,Level 0,CR-2024-0112,No
INC-2024-0698,2024-10-13 00:00:00,2024-10-13 00:00:00,P3,Compute,SRV-E-115,Microservice-055,Third Party Outage,Rebooted host operating system,0,Internal operations affected,Network Ops,Yes,Yes,Level 1,CR-2024-0188,No
INC-2024-0699,2024-10-15 00:00:00,2024-10-15 00:00:00,P4,Storage,SRV-W-013,Microservice-071,Capacity Saturation,Cleared storage log partition to free up space,15,Internal operations affected,Network Ops,Yes,Yes,Level 0,CR-2024-0231,No
INC-2024-0700,2024-10-11 00:00:00,2024-10-11 00:00:00,P2,Application Software,SRV-C-026,Microservice-065,Hardware Fault,Reconfigured load balancer session persistence,60,Single service degradation,Infrastructure Ops,Yes,Yes,Level 2,CR-2024-0105,No
INC-2024-0701,2024-10-04 00:00:00,2024-10-04 00:00:00,P2,Application Software,SRV-E-148,Microservice-052,Human Error,Updated IPS threat signatures and blocked attacking IP,0,Single service degradation,Network Ops,Yes,Yes,Level 2,CR-2024-0122,No
INC-2024-0702,2024-09-12 00:00:00,2024-09-12 00:00:00,P2,Storage,SRV-E-096,ProjectTracker,Hardware Fault,Updated local SSL/TLS certificate chain,120,Single service degradation,Cloud Ops,Yes,No,Level 2,CR-2024-0288,No
INC-2024-0703,2024-03-17 00:00:00,2024-03-17 00:00:00,P4,Application Software,SRV-C-088,Microservice-055,Third Party Outage,Rebooted host operating system,60,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,CR-2024-0112,No
INC-2024-0704,2024-04-09 00:00:00,2024-04-09 00:00:00,P3,Security,SRV-C-010,Microservice-076,Human Error,Restored data from local backup volume,0,Internal operations affected,Database Admin,Yes,Yes,Level 1,CR-2024-0103,No
INC-2024-0705,2024-03-24 00:00:00,2024-03-24 00:00:00,P1,Network,SRV-C-038,Microservice-077,Hardware Fault,Restarted JVM application server process,180,Enterprise wide outage,Cloud Ops,Yes,No,Level 2,CR-2024-0112,Yes
INC-2024-0706,2024-07-26 00:00:00,2024-07-26 00:00:00,P4,Application Software,SRV-E-142,Microservice-044,Hardware Fault,Failover to database replication node,0,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,CR-2024-0114,No
INC-2024-0707,2024-04-18 00:00:00,2024-04-18 00:00:00,P1,Security,SRV-W-060,Microservice-088,Capacity Saturation,Cleared storage log partition to free up space,0,Enterprise wide outage,Infrastructure Ops,Yes,Yes,Level 2,CR-2024-0299,Yes
INC-2024-0708,2024-10-16 00:00:00,2024-10-16 00:00:00,P3,Security,SRV-W-116,Microservice-084,Hardware Fault,Restored data from local backup volume,0,Internal operations affected,Network Ops,Yes,Yes,Level 1,CR-2024-0259,No
INC-2024-0709,2024-06-09 00:00:00,2024-06-09 00:00:00,P4,Application Software,SRV-C-075,CI-CD-Pipeline,Capacity Saturation,Updated IPS threat signatures and blocked attacking IP,15,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0112,No
INC-2024-0710,2024-08-15 00:00:00,2024-08-15 00:00:00,P4,Security,SRV-C-005,Microservice-068,Third Party Outage,Updated IPS threat signatures and blocked attacking IP,0,Internal operations affected,Application Support,Yes,Yes,Level 0,CR-2024-0269,No
INC-2024-0711,2024-07-05 00:00:00,2024-07-05 00:00:00,P2,Application Software,SRV-W-064,API-Gateway,Hardware Fault,Restored data from local backup volume,0,Single service degradation,Network Ops,Yes,Yes,Level 2,CR-2024-0188,No
INC-2024-0712,2024-08-27 00:00:00,2024-08-27 00:00:00,P3,Compute,SRV-E-084,InventoryMgmt,Software Bug,Cleared storage log partition to free up space,180,Internal operations affected,Cloud Ops,Yes,No,Level 1,CR-2024-0171,No
INC-2024-0713,2024-06-28 00:00:00,2024-06-28 00:00:00,P2,Application Software,SRV-E-122,Microservice-036,Third Party Outage,Reconfigured load balancer session persistence,0,Single service degradation,Cloud Ops,Yes,Yes,Level 2,CR-2024-0135,No
INC-2024-0714,2024-09-08 00:00:00,2024-09-08 00:00:00,P1,Security,SRV-C-022,Microservice-080,Hardware Fault,Rebooted host operating system,60,Enterprise wide outage,Infrastructure Ops,Yes,Yes,Level 2,CR-2024-0281,Yes
INC-2024-0715,2024-08-09 00:00:00,2024-08-09 00:00:00,P4,Network,SRV-W-073,Microservice-091,Human Error,Rebooted host operating system,45,Internal operations affected,Database Admin,Yes,Yes,Level 0,CR-2024-0260,No
INC-2024-0716,2024-11-28 00:00:00,2024-11-28 00:00:00,P4,Security,SRV-C-056,Microservice-095,Hardware Fault,Restarted Docker containers,15,Internal operations affected,Database Admin,Yes,Yes,Level 0,CR-2024-0263,No
INC-2024-0717,2024-07-15 00:00:00,2024-07-15 00:00:00,P1,Network,SRV-W-013,DataWarehouse,Software Bug,Restarted JVM application server process,60,Enterprise wide outage,Cloud Ops,Yes,Yes,Level 2,CR-2024-0274,Yes
INC-2024-0718,2024-06-07 00:00:00,2024-06-07 00:00:00,P4,Database,SRV-E-003,Microservice-070,Capacity Saturation,Cleared storage log partition to free up space,30,Internal operations affected,Database Admin,Yes,Yes,Level 0,CR-2024-0140,No
INC-2024-0719,2024-07-08 00:00:00,2024-07-08 00:00:00,P4,Storage,SRV-C-050,Microservice-054,Software Bug,Restarted JVM application server process,0,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,CR-2024-0159,No
INC-2024-0720,2024-11-18 00:00:00,2024-11-18 00:00:00,P4,Security,SRV-C-056,FinanceHub,Capacity Saturation,Restarted JVM application server process,30,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0136,No
INC-2024-0721,2024-04-21 00:00:00,2024-04-21 00:00:00,P1,Database,SRV-C-041,Microservice-038,Human Error,Cleared storage log partition to free up space,0,Enterprise wide outage,Application Support,Yes,Yes,Level 2,CR-2024-0248,Yes
INC-2024-0722,2024-04-21 00:00:00,2024-04-21 00:00:00,P4,Compute,SRV-W-112,Microservice-047,Capacity Saturation,Rebooted host operating system,180,Internal operations affected,Cloud Ops,Yes,No,Level 0,CR-2024-0181,No
INC-2024-0723,2024-10-04 00:00:00,2024-10-04 00:00:00,P2,Compute,SRV-E-123,Microservice-047,Capacity Saturation,Restarted JVM application server process,45,Single service degradation,Security Ops,Yes,Yes,Level 2,CR-2024-0126,No
INC-2024-0724,2024-03-17 00:00:00,2024-03-17 00:00:00,P2,Storage,SRV-C-073,MonitoringDashboard,Capacity Saturation,Rebooted host operating system,60,Single service degradation,Network Ops,Yes,Yes,Level 2,CR-2024-0111,No
INC-2024-0725,2024-03-10 00:00:00,2024-03-10 00:00:00,P4,Storage,SRV-W-070,Microservice-037,Capacity Saturation,Replaced faulty fiber patch cable,60,Internal operations affected,Network Ops,Yes,Yes,Level 0,CR-2024-0270,No
INC-2024-0726,2024-08-08 00:00:00,2024-08-08 00:00:00,P2,Database,SRV-C-010,ProjectTracker,Capacity Saturation,Rebooted host operating system,120,Single service degradation,Database Admin,Yes,No,Level 2,CR-2024-0111,No
INC-2024-0727,2024-02-01 00:00:00,2024-02-01 00:00:00,P4,Compute,SRV-E-098,PayrollEngine,Human Error,Replaced faulty fiber patch cable,0,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0252,No
INC-2024-0728,2024-03-12 00:00:00,2024-03-12 00:00:00,P4,Network,SRV-E-102,Microservice-097,Software Bug,Restored data from local backup volume,0,Internal operations affected,Database Admin,Yes,Yes,Level 0,CR-2024-0281,No
INC-2024-0729,2024-04-04 00:00:00,2024-04-04 00:00:00,P3,Compute,SRV-E-079,Microservice-098,Hardware Fault,Rebooted host operating system,15,Internal operations affected,Network Ops,Yes,Yes,Level 1,CR-2024-0238,No
INC-2024-0730,2024-04-22 00:00:00,2024-04-22 00:00:00,P3,Database,SRV-E-103,Microservice-066,Software Bug,Restarted Docker containers,120,Internal operations affected,Infrastructure Ops,Yes,No,Level 1,CR-2024-0216,No
INC-2024-0731,2024-06-18 00:00:00,2024-06-18 00:00:00,P4,Database,SRV-W-008,Microservice-092,Software Bug,Cleared storage log partition to free up space,15,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0257,No
INC-2024-0732,2024-06-11 00:00:00,2024-06-11 00:00:00,P3,Network,SRV-E-140,Microservice-065,Software Bug,Failover to database replication node,180,Internal operations affected,Infrastructure Ops,Yes,No,Level 1,CR-2024-0102,No
INC-2024-0733,2024-02-12 00:00:00,2024-02-12 00:00:00,P3,Storage,SRV-E-033,E-Commerce-Platform,Software Bug,Restored data from local backup volume,180,Internal operations affected,Database Admin,Yes,No,Level 1,CR-2024-0248,No
INC-2024-0734,2024-07-19 00:00:00,2024-07-19 00:00:00,P1,Compute,SRV-C-012,SharePoint-Intranet,Software Bug,Updated IPS threat signatures and blocked attacking IP,180,Enterprise wide outage,Application Support,Yes,No,Level 2,CR-2024-0215,Yes
INC-2024-0735,2024-09-06 00:00:00,2024-09-06 00:00:00,P3,Compute,SRV-C-030,Microservice-075,Capacity Saturation,Rebooted host operating system,15,Internal operations affected,Network Ops,Yes,Yes,Level 1,CR-2024-0249,No
INC-2024-0736,2024-02-29 00:00:00,2024-02-29 00:00:00,P1,Database,SRV-W-107,VideoConference,Third Party Outage,Restarted Docker containers,45,Enterprise wide outage,Application Support,Yes,Yes,Level 2,CR-2024-0169,Yes
INC-2024-0737,2024-02-06 00:00:00,2024-02-06 00:00:00,P1,Compute,SRV-E-109,Microservice-043,Hardware Fault,Updated IPS threat signatures and blocked attacking IP,45,Enterprise wide outage,Database Admin,Yes,Yes,Level 2,CR-2024-0122,Yes
INC-2024-0738,2024-06-06 00:00:00,2024-06-06 00:00:00,P4,Database,SRV-W-022,CRM-Enterprise,Capacity Saturation,Updated local SSL/TLS certificate chain,45,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 0,CR-2024-0102,No
INC-2024-0739,2024-05-20 00:00:00,2024-05-20 00:00:00,P1,Security,SRV-E-034,TravelBooking,Capacity Saturation,Reconfigured load balancer session persistence,180,Enterprise wide outage,Network Ops,Yes,No,Level 2,CR-2024-0281,Yes
INC-2024-0740,2024-04-27 00:00:00,2024-04-27 00:00:00,P2,Database,SRV-E-147,Microservice-076,Software Bug,Restored data from local backup volume,120,Single service degradation,Database Admin,Yes,No,Level 2,CR-2024-0170,No
INC-2024-0741,2024-02-07 00:00:00,2024-02-07 00:00:00,P1,Network,SRV-W-040,Microservice-055,Software Bug,Replaced faulty fiber patch cable,180,Enterprise wide outage,Database Admin,Yes,No,Level 2,CR-2024-0122,Yes
INC-2024-0742,2024-05-17 00:00:00,2024-05-17 00:00:00,P4,Network,SRV-W-005,Microservice-059,Hardware Fault,Updated local SSL/TLS certificate chain,15,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0201,No
INC-2024-0743,2024-11-28 00:00:00,2024-11-28 00:00:00,P4,Security,SRV-C-007,FinanceHub,Capacity Saturation,Cleared storage log partition to free up space,180,Internal operations affected,Infrastructure Ops,Yes,No,Level 0,CR-2024-0297,No
